Approved symbol,Approved name,Accession numbers,UniProt ID,ENTREZ ID,Ensembl ID
MIR609,microRNA 609,,,693194,ENSG00000208033
RP3-388M5.9,,,,,
RPLP1P11,ribosomal protein lateral stalk subunit P1 pseudogene 11,,,100131087,ENSG00000243686
CXorf65,chromosome X open reading frame 65,BC144434,A6NEN9,158830,ENSG00000204165
Y_RNA.763,,,,,
RP11-135M8__A.1,,,,,
RP11-669E14.6,,,,,
LOC100506730,,,,,
cbf12,,,,,
YJEFN3,YjeF N-terminal domain containing 3,,A6XGL0,374887,ENSG00000250067
SWC3,,,,,
DOK2,docking protein 2,AF034970,O60496,9046,ENSG00000147443
ORMDL1,ORMDL sphingolipid biosynthesis regulator 1,,Q9P0S3,94101,ENSG00000128699
SNORA7.2,,,,,
SNORD3D,"small nucleolar RNA, C/D box 3D",,,780854,ENSG00000277947
WFDC12,WAP four-disulfide core domain 12,Z93016,Q8WWY7,128488,ENSG00000168703
ATG38,,,,,
RP11-279O17.3,,,,,
ybfQ,,,,,
RP11-73M18.8,,,,,
SEF1,,,,,
RANBP20P,RAN binding protein 20 pseudogene,,,326627,ENSG00000259144
PTGDR,prostaglandin D2 receptor,U31332,Q13258,5729,ENSG00000168229
MYH13,myosin heavy chain 13,AF075248,Q9UKX3,8735,ENSG00000006788
CBX3P5,chromobox 3 pseudogene 5,,,100421943,ENSG00000257666
NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component",AF258584,Q9NXX6,54780,ENSG00000107672
RN7SL108P,"RNA, 7SL, cytoplasmic 108, pseudogene",,,106480950,ENSG00000243546
SPCC16C4.22,,,,,
PDCL3P7,PDCL3 pseudogene 7,,,390340,ENSG00000256777
SIAH3,siah E3 ubiquitin protein ligase family member 3,,Q8IW03,283514,ENSG00000215475
FBXL20,F-box and leucine rich repeat protein 20,BC007557,Q96IG2,84961,ENSG00000108306
TUBB4B,tubulin beta 4B class IVb,BC019359,P68371,10383,ENSG00000188229
RPS20P28,ribosomal protein S20 pseudogene 28,,,100271560,
DRG2,developmentally regulated GTP binding protein 2,X80754,P55039,1819,ENSG00000108591
FAT1,FAT atypical cadherin 1,X87241,Q14517,2195,ENSG00000083857
KB-1254G8.1,,,,,
RP11-474B16.1,,,,,
PIRC107,piwi-interacting RNA cluster 107,,,100313802,
RPS26P24,ribosomal protein S26 pseudogene 24,,,100271113,ENSG00000243920
ZFY,zinc finger protein Y-linked,L10393,P08048,7544,ENSG00000067646
RBM28,RNA binding motif protein 28,AK001239,Q9NW13,55131,ENSG00000106344
RP11-856F16.2,,,,,
ubiA,,,,,
CARNS1,carnosine synthase 1,,A5YM72,57571,ENSG00000172508
ZNF597,zinc finger protein 597,AK057633,Q96LX8,146434,ENSG00000167981
PRR13P7,proline rich 13 pseudogene 7,,,100289644,ENSG00000271202
RWDD2A,RWD domain containing 2A,BC010930,Q9UIY3,112611,ENSG00000013392
RPS15AP33,ribosomal protein S15a pseudogene 33,,,100271654,
RP11-640A1.4,,,,,
CTB-96E2.2,,,,,
RN7SL473P,"RNA, 7SL, cytoplasmic 473, pseudogene",,,106479396,ENSG00000277452
GDE1,glycerophosphodiester phosphodiesterase 1,,Q9NZC3,51573,ENSG00000006007
C6orf223,chromosome 6 open reading frame 223,BC032706,Q8N319,221416,ENSG00000181577
RP4-580O19.2,,,,,
MRPL19,mitochondrial ribosomal protein L19,AB051621,P49406,9801,ENSG00000115364
VN1R9P,vomeronasal 1 receptor 9 pseudogene,,,317691,ENSG00000276400
yigG,,,,,
MUC3A.1,,,,,
snoU13.21,,,,,
MIR3617,microRNA 3617,,,100500897,
CSRNP2,cysteine and serine rich nuclear protein 2,AJ298133,Q9H175,81566,ENSG00000110925
ygeV,,,,,
YIL134C-A,,,,,
PNMA6D,,,,,
RP11-893F2.5,,,,,
RP11-670E13.3,,,,,
KLHDC2,kelch domain containing 2,AK001771,Q9Y2U9,23588,ENSG00000165516
TRIM23,tripartite motif containing 23,L04510,P36406,373,ENSG00000113595
RP11-313P18.1,,,,,
TRAPPC8,trafficking protein particle complex 8,AB023229,Q9Y2L5,22878,ENSG00000153339
DFNA19,"deafness, autosomal dominant 19",,,,
RP11-121P10.1,,,,,
VSX1,visual system homeobox 1,AF176797,Q9NZR4,30813,ENSG00000100987
EDF1,endothelial differentiation related factor 1,AJ005259,O60869,8721,ENSG00000107223
AC140481.8,,,,,
Y_RNA.412,,,,,
RNU6-541P,"RNA, U6 small nuclear 541, pseudogene",,,106481352,ENSG00000207440
PPAT,phosphoribosyl pyrophosphate amidotransferase,,Q06203,5471,ENSG00000128059
SETD7,"SET domain containing 7, histone lysine methyltransferase",AB051504,Q8WTS6,80854,ENSG00000145391
TARID,TCF21 antisense RNA inducing promoter demethylation,,,100507308,ENSG00000227954
Y_RNA.263,,,,,
RP1-118J21.24,,,,,
egl-15,,,,,
AVPR2,arginine vasopressin receptor 2,Z11687,P30518,554,ENSG00000126895
YMR102C,,,,,
dcuS,,,,,
AC093611.1,,,,,
AC136896.2,,,,,
ypjM,,,,,
LIPE,"lipase E, hormone sensitive type",L11706,Q05469,3991,ENSG00000079435
RFTN1,"raftlin, lipid raft linker 1",D42043,Q14699,23180,ENSG00000131378
PRIMA1,proline rich membrane anchor 1,,Q86XR5,145270,ENSG00000175785
RP3-486I3.5,,,,,
NDOR1,NADPH dependent diflavin oxidoreductase 1,BC015735,Q9UHB4,27158,ENSG00000188566
PDC1,,,,,
CCDC58P4,coiled-coil domain containing 58 pseudogene 4,,,,
LRRC37A12P,"leucine rich repeat containing 37 member A12, pseudogene",,,,ENSG00000229259
CWC27,CWC27 spliceosome associated protein homolog,AF039692,Q6UX04,10283,ENSG00000153015
MGST3,microsomal glutathione S-transferase 3,AF026977,O14880,4259,ENSG00000143198
DNM1P31,dynamin 1 pseudogene 31,AJ576307,,644153,ENSG00000261491
RP11-659P15.2,,,,,
YNR063W,,,,,
GPR45,G protein-coupled receptor 45,AF118266,Q9Y5Y3,11250,ENSG00000135973
ATG12P2,autophagy related 12 pseudogene 2,,,100293948,ENSG00000224121
GRM5,glutamate metabotropic receptor 5,D28538,P41594,2915,ENSG00000168959
YLR156C-A,,,,,
MIR566,,,,,
SPRN,shadow of prion protein,,Q5BIV9,503542,ENSG00000203772
RN7SL582P,"RNA, 7SL, cytoplasmic 582, pseudogene",,,106479435,ENSG00000241156
RP11-174O3.3,,,,,
ABCC9,ATP binding cassette subfamily C member 9,AF061323,O60706,10060,ENSG00000069431
RNU6-770P,"RNA, U6 small nuclear 770, pseudogene",,,106481423,ENSG00000200799
RP11-1217F2.9,,,,,
sld3,,,,,
LINC01512,long intergenic non-protein coding RNA 1512,AK095548,,100132354,
SNX18P23,sorting nexin 18 pseudogene 23,,,,ENSG00000250016
PPBPP2,pro-platelet basic protein pseudogene 2,L10403,,10895,ENSG00000248848
CXorf66,chromosome X open reading frame 66,,Q5JRM2,347487,ENSG00000203933
WI2-1896O14.1,,,,,
RNU6-1155P,"RNA, U6 small nuclear 1155, pseudogene",,,106481544,ENSG00000200424
RP11-111A24.1,,,,,
SMIM2-IT1,SMIM2 intronic transcript 1,AI476676,,100874377,ENSG00000235285
MISP,mitotic spindle positioning,BC052236,Q8IVT2,126353,ENSG00000099812
ELOC,elongin C,L34587,Q15369,6921,ENSG00000154582
UBLCP1,ubiquitin like domain containing CTD phosphatase 1,AK057996,Q8WVY7,134510,ENSG00000164332
RP11-472G21.2,,,,,
RP11-264L1.4,,,,,
RP11-600F24.7,,,,,
IML3,,,,,
SPBC16C6.03c,,,,,
PPTC7,PTC7 protein phosphatase homolog,AF385435,Q8NI37,160760,ENSG00000196850
C3orf17,,,,,
LYPLA1P2,LYPLA1 pseudogene 2,,,391686,ENSG00000251483
SNORD114-30,"small nucleolar RNA, C/D box 114-30",,,767611,ENSG00000201318
AL157884.1,,,,,
MTCO2P2,MT-CO2 pseudogene 2,,,100873202,ENSG00000267541
snoU13.50,,,,,
TMEM179,transmembrane protein 179,AK124477,Q6ZVK1,388021,ENSG00000258986
YEL1,,,,,
AF131216.6,,,,,
MIR153-2,microRNA 153-2,,,406945,ENSG00000207960
PTPRR,protein tyrosine phosphatase receptor type R,D64053,Q15256,5801,ENSG00000153233
SPCC1183.02,,,,,
KRT8P35,keratin 8 pseudogene 35,,,100418747,ENSG00000242841
ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,AF140675,Q9UKP4,11173,ENSG00000136378
FKSG63,,,,,
CLDN11,claudin 11,AF068863,O75508,5010,ENSG00000013297
CNTN4-AS1,CNTN4 antisense RNA 1,,,,ENSG00000237990
RN7SL833P,"RNA, 7SL, cytoplasmic 833, pseudogene",,,106479525,ENSG00000244080
THSD4,thrombospondin type 1 domain containing 4,AK023772,Q6ZMP0,79875,ENSG00000187720
FAM129C,family with sequence similarity 129 member C,AY254198,Q86XR2,199786,
RP11-583F24.7,,,,,
RNU6-918P,"RNA, U6 small nuclear 918, pseudogene",,,106481469,ENSG00000212521
RP11-11N5.3,,,,,
CYP2C18,cytochrome P450 family 2 subfamily C member 18,M61853,P33260,1562,ENSG00000108242
pitB,,,,,
TMCC1-AS1,TMCC1 antisense RNA 1 (head to head),,,100507032,ENSG00000271270
TSNAX,translin associated factor X,X95073,Q99598,7257,ENSG00000116918
RNU6-588P,"RNA, U6 small nuclear 588, pseudogene",,,106479826,ENSG00000222213
U82671.8,,,,,
ygcH,,,,,
AL121652.3,,,,,
DUX4L3,double homeobox 4 like 3 (pseudogene),,P0CJ86,653548,ENSG00000281627
MTCO1P12,MT-CO1 pseudogene 12,,,,ENSG00000237973
RPL8P5,ribosomal protein L8 pseudogene 5,,,100271044,
IRS4,insulin receptor substrate 4,AF007567,O14654,8471,ENSG00000133124
IGHV3-11,immunoglobulin heavy variable 3-11 (gene/pseudogene),M99652,P01762,28450,ENSG00000211941
DSP,desmoplakin,J05211,P15924,1832,ENSG00000096696
NUDT19P2,nudix hydrolase 19 pseudogene 2,,,100422458,
RP11-1101H11.1,,,,,
RP11-93O17.1,,,,,
SPBC3B8.09,,,,,
IGLL4P,"immunoglobulin lambda like polypeptide 4, pseudogene",X04458,,100287528,ENSG00000276427
RP11-462G22.2,,,,,
TP53,tumor protein p53,AF307851,P04637,7157,ENSG00000141510
FANCD2OS,FANCD2 opposite strand,AF230334,Q96PS1,115795,ENSG00000163705
SLC2A1,solute carrier family 2 member 1,K03195,P11166,6513,ENSG00000117394
LINC01487,long intergenic non-protein coding RNA 1487,,,101928190,ENSG00000241336
RP11-573G6.8,,,,,
DOG1,,,,,
GS1-594A7.3,,,,,
BRIX1,biogenesis of ribosomes BRX1,,Q8TDN6,55299,ENSG00000113460
RP4-809F4.1,,,,,
YBR255C-A,,,,,
PCSK6,proprotein convertase subtilisin/kexin type 6,,P29122,5046,
RP11-342C24.8,,,,,
KLHL9,kelch like family member 9,AB037775,Q9P2J3,55958,ENSG00000198642
GTF2IRD1P1,GTF2I repeat domain containing 1 pseudogene 1,,,729156,ENSG00000230583
PCSK4,proprotein convertase subtilisin/kexin type 4,AK057235,Q6UW60,54760,ENSG00000115257
AC006372.6,,,,,
ITGB4,integrin subunit beta 4,,P16144,3691,ENSG00000132470
MIR4704,microRNA 4704,,,100616205,
AC022681.1,,,,,
snoU13.196,,,,,
OPCML-IT1,OPCML intronic transcript 1,,,,ENSG00000254896
SERPINE3,serpin family E member 3,AX772926,A8MV23,647174,ENSG00000253309
NUD1,,,,,
USP17L4,ubiquitin specific peptidase 17 like family member 4,,A6NCW7,645402,ENSG00000236125
RP11-293A21.2,,,,,
RNU4-46P,"RNA, U4 small nuclear 46, pseudogene",,,107048985,ENSG00000222750
RNU6-286P,"RNA, U6 small nuclear 286, pseudogene",,,106480567,ENSG00000207476
SNORA11E,"small nucleolar RNA, H/ACA box 11E",AM413019,,101340250,ENSG00000221705
pabp,,,,,
snoU13.412,,,,,
CTA-384D8.34,,,,,
RNA5SP339,"RNA, 5S ribosomal pseudogene 339",,,100873602,ENSG00000212289
LINC01908,long intergenic non-protein coding RNA 1908,,,105372037,ENSG00000265374
CCDC154,coiled-coil domain containing 154,,A6NI56,645811,ENSG00000197599
TRAJ1,T cell receptor alpha joining 1 (non-functional),X02884,,28754,ENSG00000211888
SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5",,Q8TEV8,140771,
MED28P6,mediator complex subunit 28 pseudogene 6,,,,ENSG00000259183
HAM1,,,,,
RP11-981P6.1,,,,,
IL34,interleukin 34,BC029804,Q6ZMJ4,146433,ENSG00000157368
ARPC1A,actin related protein 2/3 complex subunit 1A,Y08999,Q92747,10552,ENSG00000241685
SLC16A4,solute carrier family 16 member 4,U59185,O15374,9122,ENSG00000168679
ESL1,,,,,
PRRG4,proline rich and Gla domain 4,AF326351,Q9BZD6,79056,ENSG00000135378
FLJ33581,,,,,
RP3-468K18.5,,,,,
RP11-308N19.3,,,,,
SPAC17H9.13c,,,,,
ugpC,,,,,
GPR111,,,,,
AL022345.9,,,,,
DEFB108A,defensin beta 108A,,A8MXU0,503694,ENSG00000229907
RP11-321E2.9,,,,,
GK3P,glycerol kinase 3 pseudogene,BC066960,Q14409,2713,ENSG00000229894
MAPK3,mitogen-activated protein kinase 3,M84490,P27361,5595,ENSG00000102882
RN7SKP210,"RNA, 7SK small nuclear pseudogene 210",,,106480898,ENSG00000238875
RP11-395G17.1,,,,,
RNU6-137P,"RNA, U6 small nuclear 137, pseudogene",,,106481220,ENSG00000200550
ASS1P13,argininosuccinate synthetase 1 pseudogene 13,,,341230,
NDC80,NDC80 kinetochore complex component,AF017790,O14777,10403,ENSG00000080986
PSMA6P2,proteasome subunit alpha 6 pseudogene 2,,,729412,ENSG00000229083
YBX1P6,Y-box binding protein 1 pseudogene 6,,,402375,ENSG00000213539
SPIN2B,spindlin family member 2B,AF356353,Q9BPZ2,474343,ENSG00000186787
TTTY1B,"testis-specific transcript, Y-linked 1B",,,100101116,ENSG00000129816
RP11-386G21.1,,,,,
RP11-335E8.1,,,,,
Y_RNA.498,,,,,
RPL37P25,ribosomal protein L37 pseudogene 25,,,,ENSG00000251597
ZNF675,zinc finger protein 675,,Q8TD23,171392,
ERVK-20,endogenous retrovirus group K member 20,"FN806844, DQ112095",,,
LRTM2,leucine rich repeats and transmembrane domains 2,AK095610,Q8N967,654429,ENSG00000166159
HSPE1P21,heat shock protein family E (Hsp10) member 1 pseudogene 21,,,,ENSG00000238059
LINC01506,long intergenic non-protein coding RNA 1506,,,101927015,ENSG00000234506
TPMTP1,thiopurine S-methyltransferase pseudogene 1,U11424,,400650,ENSG00000267156
LIN28AP1,LIN28A pseudogene 1,,,129402,ENSG00000213120
LINC02315,long intergenic non-protein coding RNA 2315,,,644919,ENSG00000251363
CTD-2562J17.9,,,,,
TMPRSS11GP,"transmembrane serine protease 11G, pseudogene",,,644759,ENSG00000229009
UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2,,Q9BRT2,84300,ENSG00000137288
RP11-718B12.2,,,,,
AC068704.1,,,,,
tig-2,,,,,
SPAC4G9.14,,,,,
naa40,,,,,
PWAR1,Prader Willi/Angelman region RNA 1,,,145624,ENSG00000279050
yafQ,,,,,
TP53BP2,tumor protein p53 binding protein 2,U09582,Q13625,7159,ENSG00000143514
ZIC5,Zic family member 5,AF378304,Q96T25,85416,ENSG00000139800
CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking,AF037339,O96005,1209,ENSG00000104853
RAD9,,,,,
ZNF81,zinc finger protein 81,AK126949,P51508,347344,ENSG00000197779
TRG-GCC3-1,tRNA-Gly (GCC) 3-1,HG983817,,7198,
ZDHHC15,zinc finger DHHC-type containing 15,AK056374,Q96MV8,158866,ENSG00000102383
PADI1,peptidyl arginine deiminase 1,AB033768,Q9ULC6,29943,ENSG00000142623
MTND4P21,MT-ND4 pseudogene 21,,,100873243,ENSG00000231777
BCHE,butyrylcholinesterase,M16541,P06276,590,ENSG00000114200
RN7SL646P,"RNA, 7SL, cytoplasmic 646, pseudogene",,,106481099,ENSG00000242341
RPS5P2,ribosomal protein S5 pseudogene 2,,,100130240,ENSG00000224598
RPL26P14,ribosomal protein L26 pseudogene 14,,,100133235,
YMR252C,,,,,
RP11-667M19.9,,,,,
OPRD1,opioid receptor delta 1,U10504,P41143,4985,ENSG00000116329
ASS1P11,argininosuccinate synthetase 1 pseudogene 11,,,340274,ENSG00000225308
RP11-388G22.1,,,,,
RNU7-154P,"RNA, U7 small nuclear 154 pseudogene",,,106481802,ENSG00000252003
LINC01644,long intergenic non-protein coding RNA 1644,,,101927722,ENSG00000218357
PGBD3P4,piggyBac transposable element derived 3 pseudogene 4,,,267008,
SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",AF263293,Q9Y371,51100,ENSG00000097033
DMAC2,distal membrane arm assembly complex 2,AK001103,Q9NW81,55101,ENSG00000105341
LINC01703,long intergenic non-protein coding RNA 1703,,,105373113,ENSG00000225518
CTD-2315A10.2,,,,,
DUG3,,,,,
RP11-621K7.1,,,,,
RP11-318G21.4,,,,,
TMCO6,transmembrane and coiled-coil domains 6,BC001910,Q96DC7,55374,ENSG00000113119
yncH,,,,,
RDXP1,radixin pseudogene 1,,,643244,
RN7SKP87,"RNA, 7SK small nuclear pseudogene 87",,,106479133,ENSG00000200966
NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,BC104672,O75438,4707,ENSG00000183648
RPS7B,,,,,
RP11-53A1.2,,,,,
RP3-476K8.3,,,,,
RPS6KB1,ribosomal protein S6 kinase B1,M60724,P23443,6198,ENSG00000108443
SPCC18B5.02c,,,,,
RP11-267M23.4,,,,,
ycgL,,,,,
DDX6P2,DEAD-box helicase 6 pseudogene 2,,,100130117,ENSG00000277914
FANCC,FA complementation group C,BC006303,Q00597,2176,ENSG00000158169
LINC00620,long intergenic non-protein coding RNA 620,BC039529,,285375,ENSG00000224514
LMO2,LIM domain only 2,X61118,P25791,4005,ENSG00000135363
SPAC23C11.07,,,,,
set11,,,,,
APOPT1,"apoptogenic 1, mitochondrial",BC007412,Q96IL0,84334,ENSG00000256053
RP11-536C10.16,,,,,
COL24A1,collagen type XXIV alpha 1 chain,AF410793,Q17RW2,255631,ENSG00000171502
HLTF-AS1,HLTF antisense RNA 1,,,,ENSG00000239718
TLR9.1,,,,,
RP11-313J2.1,,,,,
RNU6-125P,"RNA, U6 small nuclear 125, pseudogene",,,106479621,ENSG00000207234
RPS26P31,ribosomal protein S26 pseudogene 31,,,645979,ENSG00000235459
AC005300.5,,,,,
grxB,,,,,
RPL23AP41,ribosomal protein L23a pseudogene 41,,,646685,ENSG00000224085
RP11-289I10.2,,,,,
LINC00111,long intergenic non-protein coding RNA 111,BX099637,,54090,ENSG00000227702
MTTP,microsomal triglyceride transfer protein,,P55157,4547,ENSG00000138823
SLC27A4,solute carrier family 27 member 4,AF055899,Q6P1M0,10999,ENSG00000167114
C3orf35,chromosome 3 open reading frame 35,AJ493599,Q8IVJ8,339883,ENSG00000198590
TRH-GTG1-1,tRNA-His (GTG) 1-1,HG983832,,100188991,
STX5,syntaxin 5,U26648,Q13190,6811,ENSG00000162236
Y_RNA.286,,,,,
TBC1D3P3,TBC1 domain family member 3 pseudogene 3,,,653017,ENSG00000235203
RPL7AP69,ribosomal protein L7a pseudogene 69,,,100271545,ENSG00000268483
MIR302CHG,miR-302/367 cluster host gene,,,109864269,ENSG00000249532
AC004063.1,,,,,
SPCC5E4.10c,,,,,
EIF5P2,eukaryotic translation initiation factor 5 pseudogene 2,,,100421391,ENSG00000275800
SPCC13B11.02c,,,,,
Y_RNA.572,,,,,
NUDT9P1,nudix hydrolase 9 pseudogene 1,BC029544,,119369,ENSG00000234043
C12orf52,,,,,
VSIG10L2,V-set and immunoglobulin domain containing 10 like 2,,P0DP72,338667,ENSG00000283703
MIR486-1,microRNA 486-1,,,619554,
RP11-161H23.5,,,,,
RP11-343H5.6,,,,,
FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene),X17653,P31995,9103,ENSG00000244682
SNORD13P2,"small nucleolar RNA, C/D box 13 pseudogene 2",X58060,,6077,
RNU6-237P,"RNA, U6 small nuclear 237, pseudogene",,,106479672,ENSG00000251794
AIH3,"amelogenesis imperfecta 3, hypomaturation or hypoplastic type",,,,
SMX3,,,,,
HINT1P1,histidine triad nucleotide binding protein 1 pseudogene 1,,,730647,ENSG00000231531
PABPC1P9,poly(A) binding protein cytoplasmic 1 pseudogene 9,,,100130338,ENSG00000229658
RNA5SP433,"RNA, 5S ribosomal pseudogene 433",,,100873683,ENSG00000201361
CTB-167G5.3,,,,,
AC092664.1,,,,,
CTD-2006H14.2,,,,,
DIN7,,,,,
bqt4,,,,,
VPS52,VPS52 subunit of GARP complex,AJ223319,Q8N1B4,6293,ENSG00000223501
CKM,"creatine kinase, M-type",M14780,P06732,1158,ENSG00000104879
fliF,,,,,
gcn2,,,,,
RP5-1029F21.2,,,,,
amt2,,,,,
his7,,,,,
MOB2,MOB kinase activator 2,,Q70IA6,81532,ENSG00000182208
INTS6-AS1,INTS6 antisense RNA 1,AA397528,,100507398,ENSG00000236778
ANP32BP3,acidic nuclear phosphoprotein 32 family member B pseudogene 3,,,100652899,ENSG00000259461
FRA2K,"fragile site, folic acid type, rare, fra(2)(q22.3)",,,,
MIR3121,microRNA 3121,,,100423032,
URB2,URB2 ribosome biogenesis homolog,D50923,Q14146,9816,ENSG00000135763
CCDC92B,coiled-coil domain containing 92B,,,101928991,ENSG00000261963
MIR3928,microRNA 3928,,,100500901,
LDLRAD4,low density lipoprotein receptor class A domain containing 4,"AF009424, AF009428",O15165,753,ENSG00000168675
ygfA,,,,,
RNA5SP96,"RNA, 5S ribosomal pseudogene 96",,,100873329,ENSG00000251850
MIR369,microRNA 369,,,442914,ENSG00000199025
AL591069.1,,,,,
ARF2,,,,,
RP11-259P6.3,,,,,
MIR6761,microRNA 6761,,,102465456,
RP11-568J23.4,,,,,
RN7SKP93,"RNA, 7SK small nuclear pseudogene 93",,,106479136,ENSG00000200708
NFIA-AS2,NFIA antisense RNA 2,,,100996570,ENSG00000237928
TMEM117,transmembrane protein 117,BC060798,Q9H0C3,84216,ENSG00000139173
ZNF833P,"zinc finger protein 833, pseudogene",BC137336,Q6ZTB9,401898,ENSG00000267343
CTB-99A3.1,,,,,
CTB-186H2.1,,,,,
SNRPGP18,small nuclear ribonucleoprotein polypeptide G pseudogene 18,,,,ENSG00000257979
CDC20,cell division cycle 20,U05340,Q12834,991,ENSG00000117399
DNM1P46,dynamin 1 pseudogene 46,AJ576275,Q6ZS02,196968,ENSG00000182397
YEF1,,,,,
RP11-162J8.3,,,,,
SNORA33.1,,,,,
AC008069.1,,,,,
AARD,alanine and arginine rich domain containing protein,"AB181519, BC140924",Q4LEZ3,441376,ENSG00000205002
RP11-750H9.5,,,,,
RNU6-185P,"RNA, U6 small nuclear 185, pseudogene",,,106481235,ENSG00000207150
UPRT,uracil phosphoribosyltransferase homolog,BC015116,Q96BW1,139596,ENSG00000094841
RP11-146D12.6,,,,,
ygfY,,,,,
KNOP1P2,lysine rich nucleolar protein 1 pseudogene 2,,,100420898,ENSG00000270429
VTCN1,V-set domain containing T cell activation inhibitor 1,BX648021,Q7Z7D3,79679,ENSG00000134258
RPL7AP27,ribosomal protein L7a pseudogene 27,,,152663,
RP11-769N19.2,,,,,
NOTCH3,notch receptor 3,U97669,Q9UM47,4854,ENSG00000074181
BBS7,Bardet-Biedl syndrome 7,AF521644,Q8IWZ6,55212,ENSG00000138686
MIR198,microRNA 198,,,406975,
USP4,ubiquitin specific peptidase 4,U20657,Q13107,7375,ENSG00000114316
RP11-526N18.1,,,,,
nde1,,,,,
FAM218A,family with sequence similarity 218 member A,AK056221,Q96MZ4,152756,ENSG00000250486
MIR7978,microRNA 7978,,,102465859,
RN7SL274P,"RNA, 7SL, cytoplasmic 274, pseudogene",,,106479322,ENSG00000242430
SLC25A24,solute carrier family 25 member 24,AJ619961,Q6NUK1,29957,ENSG00000085491
RNU6-1003P,"RNA, U6 small nuclear 1003, pseudogene",,,106481778,ENSG00000252908
AC007009.2,,,,,
LOC344967,,,,,
RP11-96D24.1,,,,,
COL9A3,collagen type IX alpha 3 chain,AK075240,Q14050,1299,ENSG00000092758
pac10,,,,,
RNY4P15,RNY4 pseudogene 15,,,100379291,
SPAC57A7.13,,,,,
YNL092W,,,,,
HNRNPA1P75,heterogeneous nuclear ribonucleoprotein A1 pseudogene 75,,,,
ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,AF163762,Q9H324,81794,ENSG00000142303
CSPG4P2Y,CSPG4 pseudogene 2 Y-linked,,,84664,ENSG00000244231
RP11-385F5.5,,,,,
MIR1249,microRNA 1249,,,100302149,ENSG00000221598
STXBP5,syntaxin binding protein 5,AK055484,Q5T5C0,,ENSG00000164506
yedR,,,,,
xylG,,,,,
SGK1,serum/glucocorticoid regulated kinase 1,AJ000512,O00141,6446,ENSG00000118515
PCA3,prostate cancer associated 3,AF103907,,50652,ENSG00000225937
GPRC5B,G protein-coupled receptor class C group 5 member B,AF202640,Q9NZH0,51704,ENSG00000167191
SLC39A13,solute carrier family 39 member 13,,Q96H72,91252,ENSG00000165915
CTC-503K11.2,,,,,
RP11-764E7.1,,,,,
Y_RNA.252,,,,,
SPATA6L,spermatogenesis associated 6 like,AK000920,Q8N4H0,55064,ENSG00000106686
RPL35A,ribosomal protein L35a,X52966,P18077,6165,ENSG00000182899
pnn1,,,,,
CTD-2012K14.7,,,,,
MIR8071-2,microRNA 8071-2,,,102466889,
BNIP3P18,BCL2 interacting protein 3 pseudogene 18,,,,ENSG00000269055
RECQL5,RecQ like helicase 5,AB006533,O94762,9400,ENSG00000108469
TUBB4BP3,tubulin beta 4B class IVb pseudogene 3,,,,ENSG00000237458
THAP7,THAP domain containing 7,BC004346,Q9BT49,80764,ENSG00000184436
YHL048C-A,,,,,
DTL,denticleless E3 ubiquitin protein ligase homolog,AF195765,Q9NZJ0,51514,ENSG00000143476
AC107025.1,,,,,
AC002429.4,,,,,
AL031666.2,,,,,
USP29,ubiquitin specific peptidase 29,,Q9HBJ7,57663,ENSG00000131864
RBMY1J,"RNA binding motif protein, Y-linked, family 1, member J",,Q15415,378951,ENSG00000226941
Y_RNA.679,,,,,
MAGEB1,MAGE family member B1,,P43366,4112,ENSG00000214107
VSIR,V-set immunoregulatory receptor,AF193048,Q9H7M9,64115,ENSG00000107738
pheP,,,,,
AC114783.1,,,,,
EPB41,erythrocyte membrane protein band 4.1,BC039079,P11171,2035,ENSG00000159023
STOX1,storkhead box 1,AK057891,Q6ZVD7,219736,ENSG00000165730
FAM168B,family with sequence similarity 168 member B,,A1KXE4,130074,ENSG00000152102
RP11-111M22.5,,,,,
RPL31P24,ribosomal protein L31 pseudogene 24,,,100271194,
OR9S24P,olfactory receptor family 9 subfamily S member 24 pseudogene,,,403275,ENSG00000231278
RP4-635E18.6,,,,,
ZNF107,zinc finger protein 107,AB027251,Q9UII5,51427,ENSG00000196247
AVT3,,,,,
SYNGR4,synaptogyrin 4,AJ011733,O95473,23546,ENSG00000105467
LINC00437,long intergenic non-protein coding RNA 437,BM927018,,,ENSG00000236354
RP11-68I3.11,,,,,
PHO81,,,,,
MYO5A,myosin VA,,Q9Y4I1,4644,ENSG00000197535
RP11-14K2.1,,,,,
RPL17P46,ribosomal protein L17 pseudogene 46,,,100271419,ENSG00000239689
GSDMA,gasdermin A,AB093591,Q96QA5,284110,ENSG00000167914
RP11-71J2.1,,,,,
SRSF6,serine and arginine rich splicing factor 6,U30883,Q13247,6431,ENSG00000124193
CD69,CD69 molecule,Z22576,Q07108,969,ENSG00000110848
RP3-395M20.3,,,,,
RP11-227F19.1,,,,,
RP11-338C15.3,,,,,
